degree,drug1,drug2
0,头孢呋辛酯片,氨茶碱注射液
0,头孢呋辛酯片,复方甲氧那明胶囊
0,头孢呋辛酯片,醋酸钠林格注射液
0,头孢呋辛酯片,复方氯化钠注射液
0,头孢呋辛酯片,聚明胶肽注射液
0,头孢呋辛酯片,乳酸钠林格注射液
0,头孢呋辛酯片,钠钾镁钙葡萄糖注射液
0,头孢呋辛酯片,葡萄糖酸钙注射液
0,头孢呋辛酯片,复方利多卡因乳膏
0,头孢呋辛酯片,铝镁混悬液
0,头孢呋辛酯片,氢化可的松注射液
0,头孢呋辛酯片,紫杉醇注射液
0,注射用头孢哌酮钠舒巴坦钠,妥布霉素滴眼液
0,注射用头孢哌酮钠舒巴坦钠,妥布霉素地塞米松滴眼液
0,注射用头孢哌酮钠舒巴坦钠,氨茶碱片
0,注射用头孢哌酮钠舒巴坦钠,氨茶碱注射液
0,注射用头孢哌酮钠舒巴坦钠,复方甲氧那明胶囊
0,注射用头孢哌酮钠舒巴坦钠,铝镁混悬液
0,注射用头孢哌酮钠舒巴坦钠,氢化可的松注射液
0,注射用头孢哌酮钠舒巴坦钠,紫杉醇注射液
0,注射用头孢曲松钠,红霉素软膏
0,注射用头孢曲松钠,红霉素眼膏
0,注射用头孢曲松钠,双氯芬酸二乙胺乳胶剂
0,注射用头孢曲松钠,间苯三酚注射液
0,注射用头孢曲松钠,维生素C片
0,注射用头孢曲松钠,维生素C注射液
0,注射用头孢曲松钠,盐酸异丙嗪注射液
0,注射用头孢曲松钠,右旋糖酐铁片
0,注射用头孢曲松钠,长春西汀注射液
0,注射用头孢曲松钠,铝镁混悬液
0,注射用头孢曲松钠,氢化可的松注射液
0,注射用头孢曲松钠,紫杉醇注射液
1,注射用头孢噻肟钠,妥布霉素滴眼液
1,注射用头孢噻肟钠,妥布霉素地塞米松滴眼液
0,注射用头孢噻肟钠,铝镁混悬液
0,注射用头孢噻肟钠,氢化可的松注射液
0,注射用头孢噻肟钠,紫杉醇注射液
0,注射用头孢他啶,硫酸阿米卡星注射液
0,注射用头孢他啶,妥布霉素滴眼液
0,注射用头孢他啶,妥布霉素地塞米松滴眼液
0,注射用头孢他啶,氨茶碱片
0,注射用头孢他啶,氨茶碱注射液
0,注射用头孢他啶,复方甲氧那明胶囊
0,注射用头孢他啶,醋酸钠林格注射液
0,注射用头孢他啶,复方氯化钠注射液
0,注射用头孢他啶,聚明胶肽注射液
0,注射用头孢他啶,乳酸钠林格注射液
0,注射用头孢他啶,钠钾镁钙葡萄糖注射液
0,注射用头孢他啶,葡萄糖酸钙注射液
0,注射用头孢他啶,复方利多卡因乳膏
0,注射用头孢他啶,铝镁混悬液
0,注射用头孢他啶,氢化可的松注射液
0,注射用头孢他啶,紫杉醇注射液
0,复合维生素B片,硫酸阿米卡星注射液
0,复合维生素B片,钠钾镁钙葡萄糖注射液
0,复合维生素B片,盐酸昂丹司琼注射液
0,复合维生素B片,盐酸曲马多注射液
0,复合维生素B片,注射用泮托拉唑钠
0,复合维生素B片,注射用唑来膦酸
0,维生素B1片,硫酸阿米卡星注射液
0,维生素B1片,钠钾镁钙葡萄糖注射液
0,维生素B1片,盐酸昂丹司琼注射液
0,维生素B1片,盐酸曲马多注射液
0,维生素B1片,注射用泮托拉唑钠
0,维生素B1片,注射用唑来膦酸
0,维生素B1注射液,硫酸阿米卡星注射液
0,维生素B1注射液,钠钾镁钙葡萄糖注射液
0,维生素B1注射液,盐酸昂丹司琼注射液
0,维生素B1注射液,盐酸曲马多注射液
0,维生素B1注射液,注射用泮托拉唑钠
0,维生素B1注射液,注射用唑来膦酸
1,维生素B0片,异烟肼片
1,维生素B0注射液,异烟肼片
1,维生素B0片,注射用环磷酰胺
1,维生素B0注射液,注射用环磷酰胺
0,维生素B0片,多巴丝肼片
0,维生素B0注射液,多巴丝肼片
1,间苯三酚注射液,多巴丝肼片
1,维生素C片,多巴丝肼片
1,维生素C注射液,多巴丝肼片
1,盐酸异丙嗪注射液,多巴丝肼片
1,右旋糖酐铁片,多巴丝肼片
1,长春西汀注射液,多巴丝肼片
0,间苯三酚注射液,奥美拉唑碳酸氢钠胶囊
0,间苯三酚注射液,复方聚乙二醇电解质散
0,间苯三酚注射液,间苯三酚注射液
0,间苯三酚注射液,碳酸氢钠片
0,间苯三酚注射液,碳酸氢钠注射液
0,间苯三酚注射液,维生素C注射液
0,间苯三酚注射液,胃铋镁颗粒
0,维生素C片,奥美拉唑碳酸氢钠胶囊
0,维生素C片,复方聚乙二醇电解质散
0,维生素C片,间苯三酚注射液
0,维生素C片,碳酸氢钠片
0,维生素C片,碳酸氢钠注射液
0,维生素C片,维生素C注射液
0,维生素C片,胃铋镁颗粒
0,维生素C注射液,奥美拉唑碳酸氢钠胶囊
0,维生素C注射液,复方聚乙二醇电解质散
0,维生素C注射液,间苯三酚注射液
0,维生素C注射液,碳酸氢钠片
0,维生素C注射液,碳酸氢钠注射液
0,维生素C注射液,维生素C注射液
0,维生素C注射液,胃铋镁颗粒
0,盐酸异丙嗪注射液,奥美拉唑碳酸氢钠胶囊
0,盐酸异丙嗪注射液,复方聚乙二醇电解质散
0,盐酸异丙嗪注射液,间苯三酚注射液
0,盐酸异丙嗪注射液,碳酸氢钠片
0,盐酸异丙嗪注射液,碳酸氢钠注射液
0,盐酸异丙嗪注射液,维生素C注射液
0,盐酸异丙嗪注射液,胃铋镁颗粒
0,右旋糖酐铁片,奥美拉唑碳酸氢钠胶囊
0,右旋糖酐铁片,复方聚乙二醇电解质散
0,右旋糖酐铁片,间苯三酚注射液
0,右旋糖酐铁片,碳酸氢钠片
0,右旋糖酐铁片,碳酸氢钠注射液
0,右旋糖酐铁片,维生素C注射液
0,右旋糖酐铁片,胃铋镁颗粒
0,长春西汀注射液,奥美拉唑碳酸氢钠胶囊
0,长春西汀注射液,复方聚乙二醇电解质散
0,长春西汀注射液,间苯三酚注射液
0,长春西汀注射液,碳酸氢钠片
0,长春西汀注射液,碳酸氢钠注射液
0,长春西汀注射液,维生素C注射液
0,长春西汀注射液,胃铋镁颗粒
0,间苯三酚注射液,缩宫素注射液
0,间苯三酚注射液,阿昔洛韦乳膏
0,维生素C片,缩宫素注射液
0,维生素C片,阿昔洛韦乳膏
0,维生素C注射液,缩宫素注射液
0,维生素C注射液,阿昔洛韦乳膏
0,盐酸异丙嗪注射液,缩宫素注射液
0,盐酸异丙嗪注射液,阿昔洛韦乳膏
0,右旋糖酐铁片,缩宫素注射液
0,右旋糖酐铁片,阿昔洛韦乳膏
0,长春西汀注射液,缩宫素注射液
0,长春西汀注射液,阿昔洛韦乳膏
0,注射用腺苷钴胺,间苯三酚注射液
0,注射用腺苷钴胺,维生素C片
0,注射用腺苷钴胺,维生素C注射液
0,注射用腺苷钴胺,盐酸异丙嗪注射液
0,注射用腺苷钴胺,右旋糖酐铁片
0,注射用腺苷钴胺,长春西汀注射液
0,注射用腺苷钴胺,甲磺酸酚妥拉明注射液
0,注射用腺苷钴胺,蒙脱石散
0,注射用腺苷钴胺,葡萄糖氯化钠注射液
0,注射用腺苷钴胺,亚甲蓝注射液
0,注射用腺苷钴胺,右旋糖酐01葡萄糖注射液
1,硝酸异山梨酯片,铝镁混悬液
1,硝酸异山梨酯片,氢化可的松注射液
1,硝酸异山梨酯片,紫杉醇注射液
0,复合维生素B片,异烟肼片
0,注射用水溶性维生素,异烟肼片
1,氧氟沙星滴眼液,环孢素软胶囊
0,氧氟沙星滴眼液,布洛芬颗粒
0,依巴斯汀片,氟康唑胶囊
0,依巴斯汀片,氟康唑氯化钠注射液
1,依巴斯汀片,红霉素软膏
1,依巴斯汀片,红霉素眼膏
0,依巴斯汀片,注射用头孢唑林钠
0,依巴斯汀片,地西泮片
0,依巴斯汀片,地西泮注射液
1,右旋糖酐铁片,间苯三酚注射液
1,右旋糖酐铁片,维生素C片
1,右旋糖酐铁片,维生素C注射液
1,右旋糖酐铁片,盐酸异丙嗪注射液
1,右旋糖酐铁片,右旋糖酐铁片
1,右旋糖酐铁片,长春西汀注射液
0,右旋糖酐铁片,多巴丝肼片
1,左甲状腺素钠片,卡马西平片
1,左甲状腺素钠片,阿司匹林肠溶片
1,左甲状腺素钠片,碳酸钙片
1,肝素钠注射液,奥美拉唑碳酸氢钠胶囊
1,肝素钠注射液,复方聚乙二醇电解质散
1,肝素钠注射液,间苯三酚注射液
1,肝素钠注射液,碳酸氢钠片
1,肝素钠注射液,碳酸氢钠注射液
1,肝素钠注射液,维生素C注射液
1,肝素钠注射液,胃铋镁颗粒
0,肝素钠注射液,妥布霉素滴眼液
0,肝素钠注射液,妥布霉素地塞米松滴眼液
0,肝素钠注射液,阿司匹林肠溶片
0,肝素钠注射液,双嘧达莫片
0,肝素钠注射液,注射用纤溶酶
0,肝素钠注射液,注射用尿激酶
1,瑞格列奈片,复方磺胺甲噁唑片
0,碘普罗胺注射液,盐酸二甲双胍片
0,注射用还原型谷胱甘肽,复合维生素B片
0,盐酸乌拉地尔注射液,西咪替丁注射液
0,盐酸地尔硫卓片,西咪替丁注射液
0,注射用盐酸地尔硫卓,西咪替丁注射液
0,盐酸地尔硫卓片,地高辛片
0,注射用盐酸地尔硫卓,地高辛片
0,米非司酮片,阿司匹林肠溶片
1,贝前列素钠片,阿司匹林肠溶片
1,贝前列素钠片,注射用尿激酶
0,曲安奈德益康唑乳膏,硫酸阿托品注射液
0,曲安奈德益康唑乳膏,异烟肼片
0,重酒石酸去甲肾上腺素注射液,缩宫素注射液
0,骨化三醇胶丸,维生素AD软胶囊
0,骨化三醇注射液,维生素AD软胶囊
0,骨化三醇胶丸,苯巴比妥片
0,骨化三醇注射液,苯巴比妥片
