drug1,drug2,degree
胰酶,环孢素,2
胰酶,锌,2
胰酶,碳酸氢钠,4
胰酶,西咪替丁,3
胰酶,雷尼替丁,3
胰酶,法莫替丁,3
胰酶,尼扎替丁,3
胰酶,阿卡波糖,5
胰酶,吡格列酮,5
胰酶,叶酸,4
胰酶,鸡肉,6
胰酶,小牛肉,6
胰酶,绿豆,6
乙醇,硫酸吗啡,1
乙酰半胱氨酸,阿法链道酶,4
乙酰半胱氨酸,氟伏沙明,2
乙酰半胱氨酸,环丙沙星,2
乙酰半胱氨酸,硝酸甘油,3
乙酰半胱氨酸,异丙肾七腺素,0
乙酰半胱氨酸,糜蛋白酶,7
乙酰半胱氨酸,碘化油,7
乙酰半胱氨酸,胰蛋白酶,7
异丙托溴铵,茶碱,1
异氟烷,芬太尼,1
异氟烷,氧化亚氮,3
异烟肼,利福平,6
异烟肼,阿司匹林,3
异烟肼,氢氧化铝,3
银杏提取物,奥美拉唑,1
银杏提取物,华法林,1
银杏提取物,甲苯磺丁脲,1
银杏提取物,咖啡因,1
银杏提取物,咪达唑仑,2
银杏提取物,曲唑酮,1
银杏提取物,右美沙芬,1
吲哚洛尔,西酞普兰,2
吲哚洛尔,乙醚,5
吲哚美辛,氨氯地平,3
吲哚美辛,非布司他,1
吲哚美辛,华法林,2
吲哚美辛,甲氨蝶呤,1
吲哚美辛,卡托普利,3
吲哚美辛,拉贝洛尔,2
吲哚美辛,赖诺普利,3
吲哚美辛,氯沙坦,3
吲哚美辛,米索前列醇,1
吲哚美辛,尼莫地平,1
吲哚美辛,硝酸甘油,3
吲哚美辛,缬沙坦,3
吲哚美辛,依那普利,3
吲哚美辛,阿司匹林,3
吲哚美辛,乙醇,4
吲哚美辛,肝素,4
吲哚美辛,胰岛素,3
吲哚美辛,硝苯地平,6
吲哚美辛,维拉帕米,6
吲哚美辛,锂盐,6
吲哚美辛,齐多夫定,6
吲哚美辛,呋塞米,3
吲哚美辛,布美他尼,3
吲哚美辛,吲达帕胺,3
吲哚美辛,氨苯蝶啶,4
右美沙芬,阿拉韦罗,1
右美沙芬,阿米替林,3
右美沙芬,安非他酮,3
右美沙芬,泊沙康唑,1
右美沙芬,蜂蜜,1
右美沙芬,干扰素α,1
右美沙芬,奎尼丁,3
右美沙芬,拉索昔芬,1
右美沙芬,利奈唑胺,1
右美沙芬,利托那韦,3
右美沙芬,马立巴韦,3
右美沙芬,吗啡,1
右美沙芬,美芬妥英,1
右美沙芬,美沙酮,3
右美沙芬,葡萄柚汁,3
右美沙芬,塞维利亚橙汁,3
右美沙芬,西那卡塞,3
右美沙芬,香豆素,1
右美沙芬,愈创甘油醚,1
扎鲁司特,阿奇霉素,1
扎鲁司特,吉非贝齐,1
扎鲁司特,克拉霉素,1
扎鲁司特,阿司匹林,3
扎鲁司特,华法林,4
扎鲁司特,红霉素,3
扎鲁司特,茶碱,3
扎鲁司特,特非那定,3
长春瑞滨,他立喹达,1
长春新碱,谷氨酸,2
长春新碱,利托那韦,3
长春新碱,甲氨蝶呤,3
长春新碱,门冬酰胺酶,6
长春新碱,异烟肼,6
长春新碱,非格司亭,7
长春新碱,沙莫司亭,7
长春新碱,地高辛,3
脂肪乳,布比卡因,1
紫杉醇,恩扎妥林,1
紫锥菊,达芦那韦,1
左甲状腺素,大豆蛋白,3
左甲状腺素,二甲硅油,3
左甲状腺素,二甲双胍,2
左甲状腺素,咖啡,3
左甲状腺素,利福平,3
左甲状腺素,葡萄柚汁,1
左甲状腺素,司维拉姆,4
左甲状腺素,碳酸钙,3
左甲状腺素,伊马替尼,2
左甲状腺素,依折麦布,1
左甲状腺素,茚地那韦,2
左旋多巴,多奈哌齐,1
左旋多巴,恩他卡朋,1
左旋多巴,咖啡因,2
左旋多巴,罗匹尼罗,1
左旋多巴,奈比卡朋,3
左旋多巴,哌甲酯,1
左旋多巴,普拉克索,2
左旋多巴,沙立佐坦,1
左旋多巴,维生素B6,3
左旋多巴,氯丙嗪,3
左旋多巴,利血平,5
左旋多巴,麻黄碱,5
左氧氟沙星,牛奶麦片,4
左氧氟沙星,环孢素,3
左氧氟沙星,丙磺舒,6
左氧氟沙星,华法林,0
左氧氟沙星,咖啡因,6
雷尼替丁,氢氧化铝,3
左氧氟沙星,利福平,3
左氧氟沙星,伊曲康唑,3
左氧氟沙星,氯霉素,3
左氧氟沙星,依诺沙星,4
左氧氟沙星,布洛芬,4
左氧氟沙星,司帕沙星,7
左乙拉西坦,苯巴比妥,3
佐匹克隆,红霉素,4
佐匹克隆,吉非贝齐,3
佐匹克隆,伊曲康唑,3
佐匹克隆,卡马西平,3
佐匹克隆,甲氧氯普胺,3
佐匹克隆,阿托品,3
佐匹克隆,利福平,3
唑吡坦,伏立康唑,3
唑吡坦,氟马西尼,4
唑吡坦,氟西汀,1
唑吡坦,卡马西平,3
唑吡坦,咖啡因,2
唑吡坦,利福平,3
唑吡坦,利托那韦,3
唑吡坦,氯丙嗪,1
唑吡坦,舍曲林,2
唑吡坦,伊曲康唑,1
唑吡坦,丙米嗪,3
唑吡坦,乙醇,4
阿巴卡韦,齐多夫定,0
阿巴卡韦,奈韦拉平,0
阿巴卡韦,拉米夫定,0
阿巴卡韦,乙醇,4
阿巴卡韦,利巴韦林,6
阿德福韦酯,苯妥英钠,4
阿德福韦酯,他克莫司,4
阿德福韦酯,万古霉素,4
阿德福韦酯,布洛芬,0
阿伐斯汀,乙醇,5
阿法骨化醇,倍硫磷,4
阿法骨化醇,考来烯胺,4
阿拉伯胶,氨基比林,7
阿拉伯胶,阿扑吗啡,7
阿拉伯胶,甲酚,7
阿拉伯胶,乙醇,7
阿拉伯胶,三价铁盐,7
阿拉伯胶,吗啡,7
阿拉伯胶,苯酚,7
阿拉伯胶,毒扁豆碱,7
阿拉伯胶,鞣酸,7
阿拉伯胶,麝香草酚,7
阿拉伯胶,香草醛,7
阿托伐他汀,氢氧化镁,3
阿仑膦酸钠,镁,4
阿罗洛尔,利血平,3
阿罗洛尔,维拉帕米,0
阿罗洛尔,地尔硫革,0
阿洛西林钠,庆大霉素,5
阿洛西林钠,妥布霉素,5
阿洛西林钠,头孢西丁,4
阿洛西林钠,肝素,7
阿洛西林钠,香豆素,7
阿洛西林钠,茚满二酮,7
阿洛西林钠,丙磺舒,3
阿米卡星,卷曲霉素,6
阿米卡星,顺铂,6
阿米卡星,依他尼酸,6
阿米卡星,呋塞米,6
阿米卡星,万古霉素,6
阿米卡星,头孢唑林,6
阿米卡星,两性霉素B,6
阿米卡星,头孢噻吩,6
阿米卡星,磺胺嘧啶,6
阿米卡星,四环素,6
阿明洛芬,氯苄噻啶,5
阿明洛芬,甲氨蝶呤,5
阿明洛芬,氯苯丁酯,3
阿明洛芬,磺胺异嗯唑,3
阿明洛芬,甲磺丁脲,3
阿明洛芬,丙戊酸钠,3
阿明洛芬,干扰素aa,4
阿帕西林钠,丙磺舒,3
阿帕西林钠,庆大霉素,0
阿司咪唑,红霉素,7
阿司咪唑,酮康唑,7
阿司咪唑,伊曲康唑,7
阿司咪唑,咪康唑,7
阿糖腺苷,别嘌醇,3
阿糖腺苷,干扰素,4
阿托品,异烟肼,0
阿托品,盐酸哌替啶,0
阿托品,奎尼丁,3
阿托品,地高辛,0
阿托品,维生素B,0
阿托品,硫酸镁,7
阿托品,氯丙嗪,3
阿托品,碳酸氢钠,6
阿托品,枸橼酸盐,6
阿托品,胺碘酮,4
阿托品,甲氧氯普胺,3
阿托品,左旋多巴,4
阿托品,戊四硝酯,4
阿托品,硝酸异山梨酯,4
阿托品,吗啡,3
阿托品,普萘洛尔,4
阿托品,地西泮,4
阿托品,苯巴比妥钠,4
阿托品,罗布麻,3
阿托品,丹参,3
阿托品,人参,3
阿托品,槟榔,6
阿维A,四环素,7
阿维A,甲氨蝶呤,7
阿维A,维生素A,7
阿托品,麻黄,3
阿托品,巴豆,4
阿西美辛,青霉素,4
阿托品,大黄,0
阿西美辛,阿司匹林,3
阿托品,乙醇,3
阿昔洛韦,齐多夫定,6
阿昔洛韦,丙磺舒,3
阿昔洛韦,干扰素,4
阿昔洛韦,甲氨蝶呤鞘内,4
阿义马林,奎尼丁,4
阿义马林,肾上腺素,6
阿义马林,去甲肾上腺素,6
阿义马林,麻黄素,6
阿义马林,更昔洛韦,0
阿义马林,膦甲酸,0
阿义马林,干扰素,0
阿佐塞米,肾上腺素,4
阿佐塞米,氯贝丁酯,4
阿佐塞米,多巴胺,3
阿佐塞米,两性霉素B,6
阿佐塞米,头孢氨苄,6
阿佐塞米,碳酸氢钠,6
阿佐塞米,乙醇,0
阿佐塞米,水合氯醛,4
阿佐塞米,阿司匹林,4
阿佐塞米,卡托普利,5
阿佐塞米,三氧化二砷,4
阿佐塞米,苄普地尔,4
阿佐塞米,氟哌利多,4
阿佐塞米,左醋美沙多,4
阿佐塞米,索他洛尔,4
阿佐塞米,多非利特,4
阿佐塞米,酮色林,4
阿佐塞米,阿司咪唑,4
阿佐塞米,特非那定,4
艾司洛尔,氢氧化铝凝胶,4
艾司洛尔,乙醇,4
艾司洛尔,氯丙嗪,3
艾司洛尔,安替比林,4
艾司洛尔,利多卡因,4
艾司洛尔,甲状腺素,4
艾司洛尔,茶碱,4
艾司洛尔,肾上腺素,7
艾司洛尔,西咪替丁,7
艾司洛尔,可乐定,7
艾司洛尔,胰岛素,7
安非他酮,茶碱,5
安替妥,奋乃静,5
安替妥,氟奋乃静,5
安替妥,三氟拉嗪,5
安替妥,硫利达嗪,5
安替妥,丙氯拉嗪,5
安替妥,三氟丙嗪,5
安替妥,乙酰丙嗪,5
安替妥,美索达嗪,5
氨苯蝶啶,吲哚美辛,6
氨苯蝶啶,多巴胺,0
氨苯蝶啶,葡萄糖胰岛素,4
氨苯蝶啶,考来烯胺,6
氨苯蝶啶,甘珀酸钠,3
氨苯蝶啶,氢氯噻嗪,0
氨苯蝶啶,环孢素,4
氨苯蝶啶,地高辛,4
氨苯蝶啶,氯化铵,6
氨苯蝶啶,依普利酮,7
氨苯蝶啶,三氧化二砷,4
氨苯蝶啶,氟哌利多,4
氨苯蝶啶,左醋美沙多,4
氨苯蝶啶,索他洛尔,4
氨苯蝶啶,锂盐,3
氨苯蝶啶,氯磺丙脲,4
氨苯蝶啶,华法林,3
氨苯蝶啶,甲氨蝶呤,3
氨苯砜,丙磺舒,3
氨苯砜,甲氧苄啶,4
氨苯砜,利福平,3
氨苯砜,去羟肌苷,4
氨基己酸,酚磺乙胺,6
氨己烯酸,苯妥英,3
氨甲苯酸,青霉素,7
氨甲苯酸,尿激酶,7
氨甲环酸,青霉素,7
氨甲环酸,尿激酶,7
氨力农,丙吡胺,4
氨力农,呋塞米,7
氟罗沙星,铝,3
氨硫脲,链霉素,6
氨硫脲,氨基比林,6
氨硫脲,氯霉素,6
氨硫脲,异烟肼,4
氨硫脲,小量硫酸铜,4
氨溴索溴己新,阿莫西林,3
氨溴索溴己新,头孢呋辛,3
氨溴索溴己新,红霉素,3
氨溴索溴己新,多西环素,3
奥沙拉秦,华法林,0
奥沙利铂,氯化钠,7
奥沙利铂,氟尿嘧啶,7
奥沙利铂,依立替康,4
奥沙普秦,甲氨蝶呤,3
奥沙普秦,呋塞米,3
奥沙普秦,依他尼酸,3
奥沙普秦,布美他尼,3
奥沙普秦,阿佐塞米,3
奥沙普秦,托拉塞米,3
奥沙普秦,汞撒利,3
奥沙普秦,氢氯噻嗪,3
奥沙普秦,苄氟噻嗪,3
奥沙普秦,甲氯噻嗪,3
奥沙普秦,泊利噻嗪,3
奥沙普秦,贝美噻嗪,3
奥沙普秦,环戊噻嗪,3
奥沙普秦,氯噻酮,3
奥沙普秦,美托拉宗,3
奥沙普秦,螺内酯,3
奥沙普秦,依普利酮,3
奥沙普秦,氨苯蝶啶,3
奥沙普秦,阿米洛利,3
奥沙唑仑,托洛沙酮,3
奥沙唑仑,异卡波肼,3
奥沙唑仑,帕吉林,3
奥替溴铵,鞣酸,7
奥替溴铵,没食子酸,7
奥替溴铵,硫糖铝,4
奥昔布宁,氯化钾,7
奥昔布宁,乙醇,0
奥昔布宁,醋异丙嗪,6
奥硝唑,维库溴铵,3
奥硝唑,雷尼替丁,5
奥硝唑,西咪替丁,5
奥扎格雷钠,利多格雷,4
奥扎格雷钠,双嘧达莫,4
奥扎格雷钠,噻氯匹定,4
奥扎格雷钠,尿激酶,4
奥扎格雷钠,蚓激酶,4
奥扎格雷钠,阿尼普酶,4
奥扎格雷钠,重组葡激酶,4
奥扎格雷钠,肝素,4
奥扎格雷钠,双香豆素,4
奥扎格雷钠,醋硝香豆素,4
巴柳氮钠,螺内酯,3
巴柳氮钠,呋塞米,3
巴柳氮钠,丙磺舒,3
巴柳氮钠,苯磺唑酮,3
巴柳氮钠,利福平,3
巴柳氮钠,甲氨蝶呤,6
巴柳氮钠,硫唑嘌呤,6
巴柳氮钠,巯嘌呤,4
胞磷胆碱钠,脑多肽,0
胞磷胆碱钠,左旋多巴,7
薄荷脑,高锰酸钾,4
薄荷脑,樟脑,4
薄荷脑,间苯二酚,4
薄荷脑,酚,4
薄芝糖肽,利血平,4
薄芝糖肽,苯丙胺,3
薄芝糖肽,戊巴比妥钠,4
保泰松,氨苯蝶啶,4
保泰松,甲苯磺丁脲,7
保泰松,华法林,7
贝尼地平,地高辛,6
贝尼地平,西咪替丁,3
贝尼地平,利福平,3
贝诺酯,华法林,6
贝诺酯,肝素,6
贝尼地平,西柚汁,3
倍他胡萝卜素,维生素A,6
倍他米松,两性霉素B,4
倍他米松,阿托品,4
倍他米松,麻黄碱,3
倍他米松,美西律,3
倍他米松,水杨酸盐,3
倍他米松,对乙酰氨基酚,6
倍他米松,氯米帕明,4
倍他米松,曲米帕明,4
倍他米松,阿米替林,4
倍他米松,阿莫沙平,4
倍他米松,多塞平,4
倍他米松,胰岛素,3
倍他米松,醋磺酰脲,3
倍他米松,格列苯脲,3
倍他米松,格列吡嗪,3
倍他米松,格列齐特,3
倍他米松,格列喹酮,3
倍他米松,异烟肼,3
倍他米松,强心苷,6
苯丙氨酯,苯妥英,3
苯丙氨酯,卡马西平,3
苯丙胺,氟烷,5
苯丙胺,环丙烷,5
苯丙胺,胰岛素,3
苯丙胺,多沙普仑,0
苯丙胺,哌醋甲酯,0
苯丙胺,金刚烷胺,0
苯丙胺,洋地黄苷,4
苯丙胺,左旋多巴,4
苯丙胺,锂盐,4
苯丙胺,甲泛葡胺,5
苯丙胺,苯巴比妥,7
苯丙胺,苯妥因,7
苯丙胺,胍乙啶,5
苯丙胺,异喹胍,5
苯丙胺,苄甲胍,5
苯丙胺,甲状腺素,0
苯丙酸诺龙,香豆素,0
苯丙酸诺龙,华法林,0
苯海拉明,磺胺醋酰钠,4
苯海拉明,对氨基水杨酸钠,3
苯海拉明,肝素,3
苯海索,乙醇,3
苯海索,金刚烷胺,4
苯海索,帕吉林,4
苯海索,丙卡巴肼,4
苯海索,左旋多巴,5
苯海索,氯丙嗪,3
苯磺阿曲库铵,异氟烷,0
苯磺阿曲库铵,安氟醚,0
苯磺阿曲库铵,普萘洛尔,0
苯磺阿曲库铵,加洛帕米,0
苯磺阿曲库铵,噻帕米,0
苯磺阿曲库铵,法利帕米,0
苯磺阿曲库铵,阿尼帕米,0
苯磺阿曲库铵,硝苯地平,0
苯磺阿曲库铵,尼卡地平,0
苯磺阿曲库铵,尼鲁地平,0
苯磺阿曲库铵,尼群地平,0
苯磺阿曲库铵,尼索地平,0
苯磺阿曲库铵,尼莫地平,0
苯磺阿曲库铵,非洛地平,0
苯磺阿曲库铵,氨氯地平,0
苯磺阿曲库铵,左氨氯地平,0
苯磺阿曲库铵,乐卡地平,0
苯磺阿曲库铵,依拉地平,0
苯磺阿曲库铵,尼伐地平,0
苯磺阿曲库铵,马尼地平,0
苯磺阿曲库铵,拉西地平,0
苯磺阿曲库铵,贝尼地平,0
苯磺阿曲库铵,巴尼地平,0
苯磺阿曲库铵,地尔硫革,0
苯磺阿曲库铵,桂利嗪,0
苯磺阿曲库铵,氟桂利嗪,0
苯磺阿曲库铵,利多氟嗪,0
苯磺阿曲库铵,普尼拉明,0
苯磺阿曲库铵,芬地林,0
苯磺阿曲库铵,哌克昔林,0
苯磺阿曲库铵,吗多明,0
苯磺阿曲库铵,苄普地尔,0
苯磺阿曲库铵,粉防己碱,0
苯磺阿曲库铵,利多卡因,0
苯磺阿曲库铵,普鲁卡因酰胺,0
苯磺阿曲库铵,奎尼丁,0
苯磺阿曲库铵,呋塞米,0
苯磺阿曲库铵,甘露醇,0
苯磺阿曲库铵,苄氟噻嗪,0
苯磺阿曲库铵,氯噻酮,0
苯磺阿曲库铵,甲氯噻嗪,0
苯磺阿曲库铵,泊利噻嗪,0
苯磺阿曲库铵,贝美噻嗪,0
苯磺阿曲库铵,乙酰唑胺,0
苯磺阿曲库铵,新斯的明,7
苯磺酸氨氯地平,抗生素,1
苯甲醇,氯霉素,7
苯甲醇,青霉素,4
苯甲酸,碱,7
苯甲酸,铁盐,7
苯甲酸,重金属,7
苯甲酸雌二醇,胰岛素,3
苯甲酸雌二醇,醋磺酰脲,3
苯甲酸雌二醇,格列苯脲,3
苯甲酸雌二醇,格列吡嗪,3
苯甲酸雌二醇,格列齐特,3
苯甲酸雌二醇,格列喹酮,3
苯甲酸利扎曲普坦,普萘洛尔,3
苯甲酸利扎曲普坦,美西麦角,7
苯甲酸利扎曲普坦,托洛沙酮,7
苯甲酸利扎曲普坦,异卡波肼,7
苯甲酸利扎曲普坦,帕吉林,7
苯噻啶,托洛沙酮,5
苯噻啶,异卡波肼,5
苯噻啶,帕吉林,5
苯噻啶,胍乙啶,4
苯噻啶,西沙必利,4
苯噻啶,普鲁卡因胺,0
苯妥英钠,对乙酰氨基酚,5
苯妥英钠,环孢素,3
苯妥英钠,左旋多巴,3
苯妥英钠,奎尼丁,3
苯妥英钠,土霉素,3
苯妥英钠,乙醇,3
苯妥英钠,氯霉素,6
苯妥英钠,异烟肼,6
苯妥英钠,保泰松,6
司帕沙星,铝,3
苯妥英钠,铝,3
苯妥英钠,利多卡因,3
苯妥英钠,心得安,3
苯妥英钠,叶酸,3
苯妥英钠,苯巴比妥,3
苯妥英钠,扑米酮,3
苯妥英钠,卡马西平,3
苯妥英钠,华法林,4
苯妥英钠,多巴胺,7
苯妥英钠,氟康唑,7
苯乙双胍,西咪替丁,3
苯扎贝特,甲苯磺丁脲,3
苯扎贝特,格列苯脲,3
苯扎贝特,格列吡嗪,3
苯扎贝特,格列齐特,3
苯扎贝特,格列喹酮,3
苯扎贝特,苯妥英,3
苯扎贝特,呋塞米,3
苯扎贝特,洛伐他汀,7
苯扎贝特,肝素,3
苯扎贝特,华法林,3
苯扎贝特,辛伐他丁,6
苯扎贝特,普伐他丁,6
苯扎贝特,阿伐他汀,6
苯扎贝特,氟伐他汀,6
苯扎氯铵,肥皂,7
苯扎氯铵,枸橼酸盐,7
苯扎氯铵,硝酸盐,7
苯扎氯铵,高锰酸盐,7
苯扎氯铵,水杨酸盐,7
苯扎氯铵,银盐,7
苯扎氯铵,酒石酸盐,7
苯扎氯铵,铝,7
苯扎氯铵,荧光素钠,7
苯扎氯铵,过氧化氢,7
苯扎氯铵,白陶土,7
雷贝拉唑,氢氧化铝,3
苯扎托品,乙醇,3
苯扎托品,金刚烷胺,4
苯扎托品,帕吉林,4
苯扎托品,丙卡巴肼,4
苯扎托品,左旋多巴,5
苯扎托品,氯丙嗪,3
苯扎溴铵,肥皂,7
苯扎溴铵,枸橼酸盐,7
苯扎溴铵,硝酸盐,7
苯扎溴铵,高锰酸盐,7
苯扎溴铵,水杨酸盐,7
苯扎溴铵,银盐,7
苯扎溴铵,酒石酸盐,7
苯扎溴铵,铝,7
苯扎溴铵,荧光素钠,7
苯扎溴铵,过氧化氢,7
苯扎溴铵,白陶土,7
苯佐卡因,普鲁卡因,7
苯佐卡因,丁卡因,7
苯佐卡因,磺胺异嗯唑,7
苯佐卡因,磺胺嘧啶,7
苯佐卡因,磺胺嘧啶银,7
苯佐卡因,醋酸磺胺米隆,7
苯佐卡因,复方磺胺甲嗯唑,7
苯唑西林钠,奈替米星,0
苯唑西林钠,西索米星,0
苯唑西林钠,丙磺舒,3
苯唑西林钠,庆大霉素,0
苯唑西林钠,氨苄西林,0
比卡鲁胺,特非那定,7
比卡鲁胺,阿司咪唑,7
比卡鲁胺,西沙比利,7
比沙可啶,洋地黄,6
吡贝地尔,托洛沙酮,5
吡贝地尔,异卡波肼,5
吡贝地尔,帕吉林,5
吡拉西坦,华法林,3
吡嗪酰胺,别嘌呤,3
吡嗪酰胺,秋水仙碱,3
吡嗪酰胺,丙磺舒,3
吡嗪酰胺,磺吡酮,3
吡嗪酰胺,乙硫异烟胺,3
吡嗪酰胺,环孢素,3
苄氟噻嗪,吲哚美辛,3
苄氟噻嗪,多巴胺,3
苄氟噻嗪,考来烯胺,4
苄氟噻嗪,乌洛托品,4
苄氟噻嗪,肝素,3
苄氟噻嗪,华法林,3
苄氟噻嗪,双香豆素,3
苄氟噻嗪,链激酶,3
苄氟噻嗪,去纤酶,3
苄氟噻嗪,丙磺舒,3
苄氟噻嗪,别嘌醇,3
苄氟噻嗪,磺吡酮,3
苄氟噻嗪,秋水仙碱,3
苄氟噻嗪,苯溴马隆,3
苄氟噻嗪,胺碘酮,4
苄丝肼,麻黄碱,4
苄氟噻嗪,碳酸氢钠,6
苄丝肼,利血平,3
苄丝肼,α-甲基多巴,3
表柔比星,丝裂霉素,3
表柔比星,肝素,7
表柔比星,地塞米松,7
表柔比星,琥珀酸氢化可的松,7
表柔比星,氨茶碱,4
表柔比星,柔红霉素,4
表柔比星,多柔比星,4
表柔比星,环磷酰胺,0
表柔比星,氟尿嘧啶,0
表柔比星,甲氨蝶呤,0
表柔比星,顺铂,0
冰醋酸,碱,7
丙吡胺,华法林,0
丙吡胺,苯妥英钠,3
丙吡胺,利福平,3
丙二胺,高锰酸钾,7
丙卡巴肼,麻黄碱,5
丙硫氧嘧啶,磺胺异嗯唑,3
丙硫氧嘧啶,磺胺嘧啶,3
丙硫氧嘧啶,磺胺嘧啶银,3
丙硫氧嘧啶,醋酸磺胺米隆,3
丙硫氧嘧啶,复方磺胺甲嗯唑,3
丙硫氧嘧啶,对氨基水杨酸,3
丙硫氧嘧啶,保泰松,3
丙硫氧嘧啶,酚妥拉明,3
丙硫氧嘧啶,妥拉唑林,3
丙硫氧嘧啶,维生素B12,3
丙硫氧嘧啶,格列苯脲,3
丙硫氧嘧啶,格列吡嗪,3
丙硫氧嘧啶,格列齐特,3
丙硫氧嘧啶,格列喹酮,3
丙硫异烟胺,环丝氨酸,3
丙硫异烟胺,维生素B6,4
丙硫异烟胺,碳酸氢钠,4
丙泮尼地,琥珀胆碱,4
丙酸氟替卡松,利托那韦,5
丙酸睾酮,胰岛素,4
丙戊酸镁,苯妥英钠,3
丙戊酸镁,苯巴比妥,3
丙戊酸镁,扑米酮,3
丙戊酸镁,乙琥胺,3
丙戊酸镁,氯硝西泮,5
丙戊酸镁,阿司匹林,6
丙戊酸镁,卡马西平,3
丙戊酸镁,氟哌啶醇,3
丙戊酸镁,华法林,5
丙戊酸钠,华法林,5
丙戊酸钠,肝素,5
丙戊酸钠,阿司匹林,4
丙戊酸钠,双嘧达莫,4
丙戊酸钠,扑米酮,3
丙戊酸钠,氯硝西泮,3
丙戊酸钠,苯妥英,3
丙戊酰胺,华法林,5
丙戊酰胺,肝素,5
丙戊酸钠,氟哌啶醇,3
丙戊酸钠,洛沙平,3
丙戊酸钠,马普替林,3
丙戊酸钠,氯贝胺,3
丙戊酸钠,托洛沙酮,3
丙戊酸钠,异卡波肼,3
丙戊酸钠,帕吉林,3
丙戊酸钠,奋乃静,3
丙戊酸钠,氟奋乃静,3
丙戊酸钠,三氟拉嗪,3
丙戊酸钠,硫利达嗪,3
丙戊酸钠,丙氯拉嗪,3
丙戊酸钠,三氟丙嗪,3
丙戊酸钠,乙酰丙嗪,3
丙戊酸钠,美索达嗪,3
丙戊酸钠,氯米帕明,3
丙戊酸钠,曲米帕明,3
丙戊酸钠,阿米替林,3
丙戊酸钠,阿莫沙平,3
丙戊酸钠,多塞平,3
丙戊酰胺,阿司匹林,4
丙戊酰胺,双嘧达莫,4
丙戊酰胺,扑米酮,3
丙戊酰胺,氯硝西泮,3
丙戊酰胺,苯妥英,3
丙戊酸钠,卡马西平,3
丙戊酰胺,氟哌啶醇,3
丙戊酰胺,洛沙平,3
丙戊酰胺,马普替林,3
丙戊酰胺,卡马西平,3
丙戊酰胺,美洛培南,5
波吲洛尔,氯噻酮,0
波吲洛尔,硝苯地平,0
伯氨喹,米帕林,6
伯氨喹,氯胍,6
泊利噻嗪,吲哚美辛,3
泊利噻嗪,考来烯胺,4
泊利噻嗪,多巴胺,3
泊利噻嗪,胺碘酮,4
泊利噻嗪,乌洛托品,3
泊利噻嗪,碳酸氢钠,6
泊利噻嗪,阿司匹林,4
泊利噻嗪,阿替洛尔,0
泊利噻嗪,羟丁酸钠,7
泊利噻嗪,维生素D,4
泊利噻嗪,金刚烷胺,6
泊利噻嗪,三氧化二砷,4
泊利噻嗪,氟哌利多,4
泊利噻嗪,氟卡尼,4
泊利噻嗪,左醋美沙多,4
泊利噻嗪,索他洛尔,4
泊利噻嗪,酮色林,4
泊利噻嗪,二氮嗪,0
泊利噻嗪,甲氧苄啶,4
泊利噻嗪,溴丙胺太林,0
泊利噻嗪,氯化钠,3
茶苯海明,乙醇,3
茶苯海明,氨基水杨酸钠,3
茶苯海明,磺胺醋酰钠,3
穿琥宁,酸,7
苯扎氯铵,水羊毛脂,7
呲哌酸,庆大霉素,0
呲哌酸,羧苄西林,0
呲哌酸,青霉素,0
呲哌酸,环孢素,3
呲哌酸,丙磺舒,6
呲哌酸,华法林,3
呲哌酸,咖啡因,6
苯扎溴铵,水羊毛脂,7
呲哌酸,利福平,3
呲哌酸,伊曲康唑,3
呲哌酸,氯霉素,3
呲哌酸,依诺沙星,4
呲哌酸,布洛芬,4
呲哌酸,司帕沙星,7
雌二醇,苯巴比妥,3
雌二醇,卡马西平,3
雌二醇,苯妥英,3
雌二醇,利福平,3
雌二醇,利福布汀,3
雌二醇,萘维拉平,3
雌二醇,依法韦恩茨,3
雌莫司汀,钙,4
雌莫司汀,镁,4
雌莫司汀,铝盐,4
促皮质素,吲哚美辛,4
醋氨苯砜,四环素,6
醋丁洛尔,氢氯噻嗪,0
醋丁洛尔,硝苯地平,0
醋氯芬酸,甲氨蝶呤,5
醋氯芬酸,锂盐,5
醋氯芬酸,噻氯匹定,5
醋氯芬酸,肝素,5
醋氯芬酸,环孢素,3
醋氯芬酸,他克利,3
醋氯芬酸,阿司匹林,3
醋氯芬酸,呋喃苯胺酸,3
醋氯芬酸,丁苯氧酸,3
醋酸,醇,7
醋酸,氯气,7
醋酸奥曲肽,溴隐亭,0
醋酸奥曲肽,环孢素,4
醋酸奥曲肽,西咪替丁,4
拉贝洛尔,钙,4
醋酸钙,咖啡因,3
醋酸钙,大量吸烟,3
醋酸钙,维生素D,2
醋酸铬,乙醇,3
达卡巴嗪,琥珀酸氢化可的松钠,7
醋酸铬,胰岛素,3
达托霉素,庆大霉素,0
达托霉素,阿贝卡星,0
大观霉素,右旋糖酐,4
大观霉素,碳酸氢钠,0
大观霉素,氨茶碱,0
大观霉素,碳酸锂,6
傣肌松,吗啡,3
傣肌松,哌替啶,3
单氯芬那酸,呋塞米,3
单氯芬那酸,维拉帕米,3
单氯芬那酸,硝苯地平,3
单氯芬那酸,丙磺舒,3
单氯芬那酸,乙醇,4
单氯芬那酸,地高辛,3
单氯芬那酸,甲氨蝶呤,3
单氯芬那酸,甲苯磺丁脲,0
胆茶碱,地尔硫革,6
胆茶碱,维拉帕米,6
